1.57, 5.01, 5.57, 4.57, 4.15, 4.37, 3.95, 8.02, 7.62, 6.44, 6.76, 7.32, 7.13, 6.21, 10.92, 7.08, 9.68, 10.31, 9.78, 10.36, 14.03, 371.24
1.17, 23.08, 23.32, 22.93, 23.0, 23.2, 23.11, 23.03, 3.59, 2.48, 23.32, 53.36, 22.83, 4.08, 3.82, 23.39, 23.2, 0.11
9.19, 10.05, 4.22, 9.28, 9.63, 4.68, 8.99, 12.46, 13.82, 4.57, 14.71, 14.88, 14.77, 14.85, 2.83, 2.53, 3.71, 1.42, 0.89, 1.27, 0.7, 3.19
6.24, 23.31, 3.44, 23.02, 23.31, 23.47, 1.65, 23.39, 23.8, 0.37, 3.38, 23.82, 3.44, 23.3, 3.93, 23.07, 23.34, 410.87
0.44
4.78, 2.27, 30.19, 0.39, 34.5, 0.27, 1.08, 35.09, 29.51, 25.9, 31.77
350.15, 93.22, 74.86, 9.19
0.51, 5.21, 4.36, 4.44, 0.4, 3.78, 4.16, 93.5, 68.64, 130.58, 0.9, 3.62, 48.11, 116.84, 3.68, 100.26, 3.59, 4.35, 469.2, 4.21
